Pool name, Weekday, Start time, End time, Note
Coffman Pool,Saturday,1:00PM,2:00PM,Parent Child Swim
Coffman Pool,Saturday,2:30PM,3:45PM,Family Swim
Coffman Pool,Tuesday,2:00PM,4:00PM,Family Swim
Coffman Pool,Wednesday,1:30PM,2:30PM,Family Swim
Coffman Pool,Wednesday,5:45PM,7:00PM,Family Swim
Coffman Pool,Friday,2:00PM,3:00PM,Family Swim
Garfield Pool,Sunday,12:30PM,2:00PM,Family Swim
Garfield Pool,Sunday,2:30PM,4:00PM,Family Swim
Garfield Pool,Monday,7:00AM,8:45AM,Parent Child Swim
Garfield Pool,Monday,2:00PM,3:30PM,Family Swim
Garfield Pool,Monday,4:00PM,5:00PM,Parent Child Swim
Garfield Pool,Tuesday,2:00PM,3:30PM,Parent Child Swim
Garfield Pool,Wednesday,7:00AM,8:45AM,Parent Child Swim
Garfield Pool,Wednesday,1:00PM,2:00PM,Family Swim
Garfield Pool,Wednesday,2:30PM,3:30PM,Family Swim
Garfield Pool,Wednesday,5:15PM,7:00PM,Parent Child Swim
Garfield Pool,Thursday,2:30PM,3:30PM,Parent Child Swim
Martin Luther King Jr Pool,Saturday,11:00AM,12:30PM,Family Swim
Martin Luther King Jr Pool,Saturday,2:00PM,3:30PM,Family Swim
Martin Luther King Jr Pool,Tuesday,2:30PM,5:30PM,Family Swim
Martin Luther King Jr Pool,Wednesday,2:30PM,5:30PM,Family Swim
Martin Luther King Jr Pool,Thursday,4:00PM,5:30PM,Family Swim
Martin Luther King Jr Pool,Friday,2:30PM,5:30PM,Family Swim
Rossi Pool,Sunday,12:30PM,2:00PM,Family Swim
Rossi Pool,Sunday,2:30PM,3:30PM,Family Swim
Rossi Pool,Tuesday,10:15AM,11:15AM,Family Swim
Rossi Pool,Wednesday,2:00PM,3:30PM,Family Swim
Rossi Pool,Thursday,6:30PM,7:30PM,Family Swim
