Pool name, Weekday, Start time, End time, Note
Garfield Pool,Sunday,9:00AM,10:30AM,Parent Child Swim in Small Pool
Garfield Pool,Sunday,12:30PM,2:00PM,Parent Child Swim in Small Pool
Garfield Pool,Sunday,2:30PM,4:00PM,Family Swim
Garfield Pool,Monday,7:00AM,8:45AM,Parent Child Swim in Small Pool
Garfield Pool,Monday,11:00AM,1:00PM,Parent Child Swim in Small Pool
Garfield Pool,Monday,2:00PM,3:45PM,Parent Child Swim in Small Pool
Garfield Pool,Monday,4:30PM,6:00PM,Parent Child Swim in Small Pool
Garfield Pool,Tuesday,11:00AM,1:00PM,Parent Child Swim in Small Pool
Garfield Pool,Tuesday,2:00PM,3:30PM,Parent Child Swim in Small Pool
Garfield Pool,Wednesday,7:00AM,8:45AM,Parent Child Swim in Small Pool
Garfield Pool,Wednesday,11:00AM,1:00PM,Parent Child Swim in Small Pool
Garfield Pool,Wednesday,2:00PM,3:45PM,Parent Child Swim in Small Pool
Garfield Pool,Wednesday,4:30PM,7:00PM,Parent Child Swim in Small Pool
Garfield Pool,Thursday,2:30PM,3:30PM,Parent Child Swim in Small Pool
Rossi Pool,Sunday,12:30PM,2:00PM,Family Swim
Rossi Pool,Sunday,2:30PM,3:30PM,Family Swim
Rossi Pool,Tuesday,10:30AM,11:45AM,Family Swim
Rossi Pool,Tuesday,2:00PM,3:30PM,Family Swim
Rossi Pool,Wednesday,2:00PM,3:30PM,Family Swim
Rossi Pool,Thursday,6:30PM,7:30PM,Family Swim
