Pool name, Weekday, Start time, End time, Note
Balboa Pool,Saturday,7:30AM,8:30AM,Parent Child Swim on Steps
Balboa Pool,Saturday,9:00AM,10:30AM,Parent Child Swim on Steps
Balboa Pool,Saturday,12:00PM,1:15PM,Parent Child Swim on Steps
Balboa Pool,Saturday,1:00PM,2:00PM,Parent Child Swim
Balboa Pool,Saturday,1:30PM,3:30PM,Family Swim
Balboa Pool,Saturday,1:45PM,3:00PM,Parent Child Swim on Steps
Balboa Pool,Saturday,3:30PM,4:30PM,Parent Child Swim on Steps
Balboa Pool,Saturday,4:00PM,5:00PM,Parent Child Swim on Steps
Balboa Pool,Sunday,7:30AM,8:30AM,Parent Child Swim on Steps
Balboa Pool,Sunday,9:00AM,10:30AM,Parent Child Swim on Steps
Balboa Pool,Sunday,12:30PM,2:00PM,Parent Child Swim on Steps
Balboa Pool,Monday,7:00AM,8:30AM,Parent Child Swim on Steps
Balboa Pool,Monday,7:30AM,8:30AM,Parent Child Swim on Steps
Balboa Pool,Monday,2:00PM,3:30PM,Parent Child Swim on Steps
Balboa Pool,Monday,4:30PM,6:00PM,Parent Child Swim on Steps
Balboa Pool,Monday,6:30PM,7:30PM,Parent Child Swim on Steps
Balboa Pool,Tuesday,6:30AM,8:30AM,Parent Child Swim on Steps
Balboa Pool,Tuesday,7:00AM,8:30AM,Parent Child Swim on Steps
Balboa Pool,Tuesday,7:30AM,8:30AM,Parent Child Swim on Steps
Balboa Pool,Tuesday,9:00AM,10:30AM,Parent Child Swim on Steps
Balboa Pool,Tuesday,10:30AM,12:00PM,Parent Child Swim on Steps
Balboa Pool,Tuesday,11:00AM,12:30PM,Parent Child Swim on Steps
Balboa Pool,Tuesday,11:30AM,1:15PM,Parent Child Swim on Steps
Balboa Pool,Tuesday,12:45PM,1:45PM,Parent Child Swim on Steps
Balboa Pool,Tuesday,1:30PM,3:00PM,Parent Child Swim on Steps
Balboa Pool,Tuesday,2:30PM,3:30PM,Parent Child Swim on Steps
