Pool name, Weekday, Start time, End time, Note
Rossi Pool,Saturday,10:45AM,12:30PM,Family Swim
Rossi Pool,Saturday,2:00PM,3:15PM,Family Swim
Rossi Pool,Tuesday,2:00PM,3:00PM,Family Swim
Rossi Pool,Wednesday,2:00PM,4:00PM,Family Swim
Rossi Pool,Thursday,2:00PM,3:00PM,Family Swim
Rossi Pool,Friday,11:00AM,12:30PM,Family Swim
Rossi Pool,Friday,4:30PM,7:00PM,Family Swim
Sava Pool,Saturday,10:45AM,12:30PM,Family Swim
Sava Pool,Saturday,2:00PM,3:15PM,Family Swim
Sava Pool,Tuesday,2:00PM,3:00PM,Family Swim
Sava Pool,Wednesday,2:00PM,4:00PM,Family Swim
Sava Pool,Thursday,2:00PM,3:00PM,Family Swim
Sava Pool,Friday,11:00AM,12:30PM,Family Swim
Sava Pool,Friday,4:30PM,7:00PM,Family Swim
